phone;COUNT z doctor_id;COUNTUNIQUE z status;0;
393382011532;2;2;0;booked-user
393382011534;6;1;3,93382E+11;other
393382011540;3;1;3,93382E+11;other
393382011543;2;1;3,93382E+11;other
393382011545;5;2;0;other
393382011550;2;1;3,93382E+11;other
393382011552;3;2;0;other
393382011555;5;2;0;other
393382011560;9;2;0;other
393382011569;2;1;3,93382E+11;other
393382011571;2;2;0;booked-user
393382011573;2;1;3,93382E+11;other
393382011575;3;2;0;other
393382011578;2;1;3,93382E+11;other
393382011580;2;1;3,93382E+11;other
393382011582;3;1;3,93382E+11;other
393382011585;2;1;3,93382E+11;other
393382011587;2;1;3,93382E+11;other
393382011589;2;1;3,93382E+11;other
393382011591;2;1;3,93382E+11;other
393382011593;4;1;3,93382E+11;other
393382011597;2;1;3,93382E+11;other
393382011599;4;2;0;other
393382011603;2;2;0;booked-doctor
393382011605;4;1;3,93382E+11;other
393382011609;6;2;0;other
393382011615;2;2;0;booked-user
393382011617;2;1;3,93382E+11;other
393382011619;5;2;0;other
393382011624;4;2;0;other
393382011628;2;1;3,93382E+11;other
393382011630;2;1;3,93382E+11;other
393382011632;2;2;0;booked-user
393382011634;3;1;3,93382E+11;other
393382011637;2;2;0;booked-user
393382011639;2;2;0;booked-user
393382011641;4;2;0;other
393382011645;2;2;0;booked-user
393382011647;2;1;3,93382E+11;other
393382011649;2;1;3,93382E+11;other
393382011651;3;2;0;other
393382011654;2;2;0;booked-user
393382011656;2;2;0;booked-user
393382011658;2;1;3,93382E+11;other
393382011660;3;1;3,93382E+11;other
393382011663;6;2;0;other
393382011669;2;1;3,93382E+11;other
393382011671;2;2;0;booked-user
393382011673;2;1;3,93382E+11;other
393382011675;6;2;0;other
393382011681;3;1;3,93382E+11;other
393382011684;4;2;0;other
393382011688;3;2;0;other
393382011691;4;2;0;other
393382011695;2;1;3,93382E+11;other
393382011697;2;1;3,93382E+11;other
393382011699;2;1;3,93382E+11;other
393382011701;2;2;0;booked-user
393382011703;2;1;3,93382E+11;other
393382011705;2;1;3,93382E+11;other
393382011707;2;2;0;booked-user
393382011709;2;1;3,93382E+11;other
393382011711;6;2;0;other
393382011717;2;1;3,93382E+11;other
393382011719;7;1;3,93382E+11;other
393382011726;3;2;0;other
393382011729;5;2;0;other
393382011734;2;2;0;booked-user
393382011736;2;2;0;booked-doctor
393382011738;3;2;0;other
393382011741;2;2;0;booked-user
393382011743;3;2;0;other
393382011746;4;2;0;other
393382011750;2;2;0;booked-user
393382011752;3;2;0;other
393382011755;4;2;0;other
393382011759;2;1;3,93382E+11;other
393382011761;3;2;0;other
393382011764;2;1;3,93382E+11;other
393382011766;10;2;0;other
393382011776;2;1;3,93382E+11;other
393382011778;4;1;3,93382E+11;other
393382011782;2;2;0;booked-user
393382011784;2;1;3,93382E+11;other
393382011786;2;1;3,93382E+11;other
393382011788;2;1;3,93382E+11;other
393382011790;2;2;0;booked-user
393382011792;4;2;0;other
393382011796;2;1;3,93382E+11;other
393382011798;3;2;0;other
393382011801;2;2;0;booked-user
393382011803;2;1;3,93382E+11;other
393382011805;3;2;0;other
393382011808;3;1;3,93382E+11;other
393382011811;3;1;3,93382E+11;other
393382011814;2;2;0;booked-user
393382011816;2;1;3,93382E+11;other
393382011818;2;1;3,93382E+11;other
393382011820;16;2;0;other
393382011836;7;2;0;other
393382011843;2;1;3,93382E+11;other
393382011845;2;2;0;booked-doctor
393382011847;3;2;0;other
393382011850;7;2;0;other
393382011857;2;2;0;booked-user
393382011859;3;2;0;other
393382011862;2;2;0;booked-user
393382011864;2;2;0;booked-doctor
393382011866;2;1;3,93382E+11;other
393382011868;2;1;3,93382E+11;other
393382011870;3;2;0;other
393382011873;3;2;0;other
393382011876;2;2;0;booked-user
393382011878;2;1;3,93382E+11;other
393382011880;2;2;0;booked-user
393382011882;3;2;0;other
393382011885;3;2;0;other
393382011888;3;2;0;other
393382011891;2;2;0;booked-doctor
393382011893;2;2;0;booked-user
393382011895;4;1;3,93382E+11;other
393382011899;8;2;0;other
393382011907;2;1;3,93382E+11;other
393382011909;5;2;0;other
393382011914;2;2;0;booked-user
393382011916;2;2;0;booked-user
393382011918;4;2;0;other
393382011922;4;1;3,93382E+11;other
393382011926;2;2;0;booked-user
393382011928;4;2;0;other
393382011932;2;1;3,93382E+11;other
393382011934;2;1;3,93382E+11;other
393382011936;2;1;3,93382E+11;other
393382011938;7;2;0;other
393382011945;2;1;3,93382E+11;other
393382011947;4;2;0;other
393382011951;3;1;3,93382E+11;other
393382011954;2;2;0;booked-user
393382011956;2;2;0;booked-user
393382011958;4;1;3,93382E+11;other
393382011962;8;1;3,93382E+11;other
393382011970;2;1;3,93382E+11;other
393382011972;2;2;0;booked-user
393382011974;2;2;0;booked-user
393382011976;2;1;3,93382E+11;other
393382011978;2;2;0;booked-user
393382011980;2;2;0;booked-user
393382011982;4;2;0;other
393382011986;2;2;0;booked-user
393382011988;2;2;0;booked-user
393382011990;2;1;3,93382E+11;other
393382011992;2;1;3,93382E+11;other
393382011994;3;2;0;other
393382011997;3;2;0;other
393382012000;2;1;3,93382E+11;other
393382012002;3;1;3,93382E+11;other
393382012005;9;2;0;other
393382012014;5;2;0;other
393382012019;2;1;3,93382E+11;other
393382012021;2;1;3,93382E+11;other
393382012023;2;1;3,93382E+11;other
393382012025;2;1;3,93382E+11;other
393382012027;9;2;0;other
393382012036;3;2;0;other
393382012039;2;1;3,93382E+11;other
393382012041;4;2;0;other
393382012045;2;2;0;booked-user
393382012047;2;1;3,93382E+11;other
393382012049;3;2;0;other
393382012052;2;2;0;booked-user
393382012054;3;1;3,93382E+11;other
393382012057;4;2;0;other
393382012061;2;2;0;booked-user
393382012063;3;1;3,93382E+11;other
393382012066;4;2;0;other
393382012070;2;1;3,93382E+11;other
393382012072;4;2;0;other
393382012076;2;1;3,93382E+11;other
393382012078;2;1;3,93382E+11;other
393382012080;2;1;3,93382E+11;other
393382012082;8;2;0;other
393382012090;2;1;3,93382E+11;other
393382012092;2;2;0;booked-user
393382012094;3;2;0;other
393382012097;2;2;0;booked-user
393382012099;2;1;3,93382E+11;other
393382012101;2;2;0;booked-user
393382012103;2;1;3,93382E+11;other
393382012105;3;2;0;other
393382012108;12;2;0;other
393382012120;2;2;0;booked-user
393382012122;2;1;3,93382E+11;other
393382012124;3;2;0;other
393382012127;2;1;3,93382E+11;other
393382012129;5;1;3,93382E+11;other
393382012134;3;2;0;other
393382012137;2;1;3,93382E+11;other
393382012139;4;2;0;other
393382012143;11;2;0;other
393382012154;2;1;3,93382E+11;other
393382012156;4;2;0;other
393382012160;6;2;0;other
393382012166;3;1;3,93382E+11;other
393382012169;3;2;0;other
393382012172;2;1;3,93382E+11;other
393382012174;2;2;0;booked-user
393382012176;2;2;0;booked-user
393382012178;2;1;3,93382E+11;other
393382012180;2;1;3,93382E+11;other
393382012182;2;1;3,93382E+11;other
393382012184;3;2;0;other
393382012187;2;1;3,93382E+11;other
393382012189;7;2;0;other
393382012196;2;2;0;booked-user
393382012198;2;1;3,93382E+11;other
393382012200;2;2;0;
393382012202;2;1;3,93382E+11;other
393382012204;4;2;0;other
393382012208;5;2;0;other
393382012213;6;2;0;other
393382012219;2;1;3,93382E+11;other
393382012221;2;1;3,93382E+11;other
393382012223;3;2;0;other
393382012226;3;1;3,93382E+11;other
393382012229;2;1;3,93382E+11;other
393382012231;2;1;3,93382E+11;other
393382012233;2;1;3,93382E+11;other
393382012235;5;2;0;other
393382012240;2;2;0;booked-user
393382012242;11;2;0;other
393382012253;5;2;0;other
393382012258;2;2;0;booked-user
393382012260;5;2;0;other
393382012265;2;1;3,93382E+11;other
393382012267;2;2;0;booked-user
393382012269;4;2;0;other
393382012273;2;1;3,93382E+11;other
393382012275;2;1;3,93382E+11;other
393382012277;8;2;0;other
393382012285;3;2;0;other
393382012288;5;2;0;other
393382012293;6;2;0;other
393382012299;20;2;0;other
393382012319;2;2;0;booked-user
393382012321;3;2;0;other
393382012324;3;1;3,93382E+11;other
393382012327;3;2;0;other
393382012330;3;2;0;other
393382012333;2;1;3,93382E+11;other
393382012335;2;1;3,93382E+11;other
393382012337;7;2;0;other
393382012344;2;1;3,93382E+11;other
393382012346;2;2;0;booked-user
393382012348;3;2;0;other
393382012351;5;2;0;other
393382012356;3;2;0;other
393382012359;3;1;3,93382E+11;other
393382012362;2;1;3,93382E+11;other
393382012364;3;1;3,93382E+11;other
393382012367;10;2;0;other
393382012377;2;1;3,93382E+11;other
393382012379;2;2;0;booked-doctor
393382012381;3;1;3,93382E+11;other
393382012384;4;2;0;other
393382012388;2;1;3,93382E+11;other
393382012390;17;2;0;other
393382012407;4;2;0;other
393382012411;2;2;0;booked-user
393382012413;2;2;0;booked-user
393382012415;5;2;0;other
393382012420;2;1;3,93382E+11;other
393382012422;3;2;0;other
393382012425;6;1;3,93382E+11;other
393382012431;2;2;0;booked-user
393382012433;2;1;3,93382E+11;other
393382012435;6;2;0;other
393382012441;5;2;0;other
393382012446;8;2;0;other
393382012454;2;2;0;booked-user
393382012456;2;1;3,93382E+11;other
393382012458;3;1;3,93382E+11;other
393382012461;2;2;0;booked-user
393382012463;8;2;0;other
393382012471;3;2;0;other
393382012474;2;1;3,93382E+11;other
393382012476;2;1;3,93382E+11;other
393382012478;3;2;0;other
393382012481;5;2;0;other
393382012486;5;2;0;other
393382012491;2;1;3,93382E+11;other
393382012493;2;2;0;booked-user
393382012495;2;2;0;booked-user
393382012497;2;2;0;booked-user
393382012499;2;1;3,93382E+11;other
393382012501;2;1;3,93382E+11;other
393382012503;2;2;0;booked-user
393382012505;4;1;3,93382E+11;other
393382012509;3;1;3,93382E+11;other
393382012512;2;1;3,93382E+11;other
393382012514;3;1;3,93382E+11;other
393382012517;2;2;0;booked-user
393382012519;2;1;3,93382E+11;other
393382012521;4;1;3,93382E+11;other
393382012525;2;2;0;booked-user
393382012527;2;1;3,93382E+11;other
393382012529;7;1;3,93382E+11;other
393382012536;4;2;0;other
393382012540;15;2;0;other
393382012555;4;1;3,93382E+11;other
393382012559;3;1;3,93382E+11;other
393382012562;2;2;0;booked-doctor
393382012564;2;1;3,93382E+11;other
393382012566;2;1;3,93382E+11;other
393382012568;2;1;3,93382E+11;other
393382012570;3;2;0;other
393382012573;2;1;3,93382E+11;other
393382012575;2;1;3,93382E+11;other
393382012577;4;2;0;other
393382012581;2;1;3,93382E+11;other
393382012583;3;2;0;other
393382012586;2;1;3,93382E+11;other
393382012588;2;1;3,93382E+11;other
393382012590;4;2;0;other
393382012594;2;2;0;booked-user
393382012596;5;2;0;other
393382012601;2;2;0;booked-doctor
393382012603;4;2;0;other
393382012607;2;2;0;booked-user
393382012609;4;2;0;other
393382012613;2;2;0;booked-user
393382012615;2;2;0;booked-user
393382012617;2;2;0;booked-user
393382012619;5;1;3,93382E+11;other
393382012624;2;2;0;booked-user
393382012626;2;1;3,93382E+11;other
393382012628;4;2;0;other
393382012632;2;2;0;booked-user
393382012634;8;2;0;other
393382012642;9;2;0;other
393382012651;2;2;0;booked-user
393382012653;3;2;0;other
393382012656;10;2;0;other
393382012666;2;1;3,93382E+11;other
393382012668;3;2;0;other
393382012671;4;2;0;other
393382012675;2;1;3,93382E+11;other
393382012677;2;1;3,93382E+11;other
393382012679;4;1;3,93382E+11;other
393382012683;2;1;3,93382E+11;other
393382012685;2;1;3,93382E+11;other
393382012687;2;1;3,93382E+11;other
393382012689;3;1;3,93382E+11;other
393382012692;3;2;0;other
393382012695;2;1;3,93382E+11;other
393382012697;2;1;3,93382E+11;other
393382012699;2;2;0;booked-user
393382012701;2;1;3,93382E+11;other
393382012703;2;1;3,93382E+11;other
393382012705;4;2;0;other
393382012709;3;1;3,93382E+11;other
393382012712;3;1;3,93382E+11;other
393382012715;2;2;0;booked-user
393382012717;2;2;0;booked-doctor
393382012719;6;2;0;other
393382012725;3;1;3,93382E+11;other
393382012728;2;1;3,93382E+11;other
393382012730;2;1;3,93382E+11;other
393382012732;2;2;0;booked-user
393382012734;5;2;0;other
393382012739;2;2;0;booked-user
393382012741;6;2;0;other
393382012747;2;2;0;booked-user
393382012749;5;1;3,93382E+11;other
393382012754;3;2;0;other
393382012757;2;2;0;booked-user
393382012759;2;1;3,93382E+11;other
393382012761;14;2;0;other
393382012775;2;2;0;booked-user
393382012777;7;2;0;other
393382012784;2;2;0;booked-user
393382012786;2;1;3,93382E+11;other
393382012788;2;2;0;booked-user
393382012790;2;2;0;booked-user
393382012792;13;2;0;other
393382012805;2;1;3,93382E+11;other
393382012807;5;2;0;other
393382012812;2;1;3,93382E+11;other
393382012814;2;1;3,93382E+11;other
393382012816;5;2;0;other
393382012821;2;1;3,93382E+11;other
393382012823;2;1;3,93382E+11;other
393382012825;4;2;0;other
393382012829;3;1;3,93382E+11;other
393382012832;2;1;3,93382E+11;other
393382012834;3;2;0;other
393382012837;7;2;0;other
393382012844;2;1;3,93382E+11;other
393382012846;2;1;3,93382E+11;other
393382012848;2;2;0;booked-doctor
393382012850;2;1;3,93382E+11;other
393382012852;2;1;3,93382E+11;other
393382012854;2;1;3,93382E+11;other
393382012856;2;1;3,93382E+11;other
393382012858;2;1;3,93382E+11;other
393382012860;4;2;0;other
393382012864;2;1;3,93382E+11;other
393382012866;6;2;0;other
393382012872;2;1;3,93382E+11;other
393382012874;2;2;0;booked-doctor
393382012876;2;1;3,93382E+11;other
393382012878;2;2;0;booked-user
393382012880;2;2;0;booked-user
393382012882;4;2;0;other
393382012886;2;1;3,93382E+11;other
393382012888;4;1;3,93382E+11;other
393382012892;2;1;3,93382E+11;other
393382012894;4;2;0;other
393382012898;2;1;3,93382E+11;other
393382012900;2;1;3,93382E+11;other
393382012902;3;2;0;other
393382012905;2;2;0;booked-user
393382012907;3;2;0;other
393382012910;3;2;0;other
393382012913;3;1;3,93382E+11;other
393382012916;2;2;0;booked-user
393382012918;2;1;3,93382E+11;other
393382012920;10;2;0;other
393382012930;2;1;3,93382E+11;other
393382012932;2;2;0;booked-user
393382012934;2;1;3,93382E+11;other
393382012936;2;1;3,93382E+11;other
393382012938;2;1;3,93382E+11;other
393382012940;3;2;0;other
393382012943;2;2;0;booked-user
393382012945;2;2;0;booked-user
393382012947;2;1;3,93382E+11;other
393382012949;3;2;0;other
393382012952;3;1;3,93382E+11;other
393382012955;3;2;0;other
393382012958;2;1;3,93382E+11;other
393382012960;2;2;0;booked-user
393382012962;2;2;0;booked-user
393382012964;3;1;3,93382E+11;other
393382012967;2;1;3,93382E+11;other
393382012969;2;1;3,93382E+11;other
393382012971;2;2;0;booked-doctor
393382012973;2;1;3,93382E+11;other
393382012975;3;2;0;other
393382012978;2;2;0;booked-user
393382012980;2;1;3,93382E+11;other
393382012982;4;2;0;other
393382012986;2;1;3,93382E+11;other
393382012988;5;2;0;other
393382012993;2;2;0;booked-user
393382012995;5;2;0;other
393382013000;3;2;0;other
393382013003;4;2;0;other
393382013007;2;2;0;booked-user
393382013009;3;1;3,93382E+11;other
393382013012;4;1;3,93382E+11;other
393382013016;5;2;0;other
393382013021;3;1;3,93382E+11;other
393382013024;9;2;0;other
393382013033;2;1;3,93382E+11;other
393382013035;7;2;0;other
393382013042;4;1;3,93382E+11;other
393382013046;2;1;3,93382E+11;other
393382013048;2;1;3,93382E+11;other
393382013050;5;2;0;other
393382013055;6;2;0;other
393382013061;2;2;0;booked-user
393382013063;2;1;3,93382E+11;other
393382013065;2;1;3,93382E+11;other
393382013067;5;2;0;other
393382013072;6;2;0;other
393382013078;2;2;0;booked-user
393382013080;2;2;0;booked-doctor
393382013082;2;1;3,93382E+11;other
393382013084;2;2;0;booked-user
393382013086;4;1;3,93382E+11;other
393382013090;3;2;0;other
393382013093;2;1;3,93382E+11;other
393382013095;2;1;3,93382E+11;other
393382013097;2;1;3,93382E+11;other
393382013099;2;1;3,93382E+11;other
393382013101;2;1;3,93382E+11;other
393382013103;2;1;3,93382E+11;other
393382013105;5;2;0;other
393382013110;3;2;0;other
393382013113;4;2;0;other
393382013117;2;1;3,93382E+11;other
393382013119;2;1;3,93382E+11;other
393382013121;4;2;0;other
393382013125;2;1;3,93382E+11;other
393382013127;2;2;0;booked-user
393382013129;3;2;0;other
393382013132;2;1;3,93382E+11;other
393382013134;4;2;0;other
393382013138;2;2;0;booked-user
393382013140;2;1;3,93382E+11;other
393382013142;9;2;0;other
393382013151;2;1;3,93382E+11;other
393382013153;2;1;3,93382E+11;other
393382013155;3;1;3,93382E+11;other
393382013158;2;1;3,93382E+11;other
393382013160;7;2;0;other
393382013167;2;2;0;booked-user
393382013169;2;2;0;booked-doctor
393382013171;4;1;3,93382E+11;other
393382013175;3;2;0;other
393382013178;2;1;3,93382E+11;other
393382013180;7;2;0;other
393382013187;3;2;0;other
393382013190;3;2;0;other
393382013193;3;1;3,93382E+11;other
393382013196;3;2;0;other
393382013199;2;2;0;booked-user
393382013201;2;1;3,93382E+11;other
393382013203;3;2;0;other
393382013206;2;1;3,93382E+11;other
393382013208;4;2;0;other
393382013212;2;2;0;booked-user
393382013214;2;2;0;booked-doctor
393382013216;3;2;0;other
393382013219;4;2;0;other
393382013223;2;2;0;booked-user
393382013225;2;1;3,93382E+11;other
393382013227;3;2;0;other
393382013230;2;1;3,93382E+11;other
393382013232;2;2;0;booked-user
393382013234;2;1;3,93382E+11;other
393382013236;8;2;0;other
393382013244;2;1;3,93382E+11;other
393382013246;5;1;3,93382E+11;other
393382013251;4;1;3,93382E+11;other
393382013255;11;2;0;other
393382013266;2;1;3,93382E+11;other
393382013268;2;2;0;booked-user
393382013270;3;1;3,93382E+11;other
393382013273;2;1;3,93382E+11;other
393382013275;2;2;0;booked-user
393382013277;11;2;0;other
393382013288;3;1;3,93382E+11;other
393382013291;4;2;0;other
393382013295;11;2;0;other
393382013306;2;2;0;booked-user
393382013308;2;2;0;booked-user
393382013310;3;2;0;other
393382013313;4;2;0;other
393382013317;5;2;0;other
393382013322;2;1;3,93382E+11;other
393382013324;2;1;3,93382E+11;other
393382013326;2;2;0;booked-doctor
393382013328;2;2;0;booked-user
393382013330;2;1;3,93382E+11;other
393382013332;2;1;3,93382E+11;other
393382013334;2;2;0;booked-user
393382013336;2;1;3,93382E+11;other
393382013338;3;2;0;other
393382013341;4;2;0;other
393382013345;2;1;3,93382E+11;other
393382013347;5;1;3,93382E+11;other
393382013352;2;2;0;booked-user
393382013354;2;1;3,93382E+11;other
393382013356;3;2;0;other
393382013359;2;2;0;booked-user
393382013361;3;1;3,93382E+11;other
393382013364;3;2;0;other
393382013367;3;1;3,93382E+11;other
393382013370;6;2;0;other
393382013376;2;2;0;booked-user
393382013378;3;1;3,93382E+11;other
393382013381;4;2;0;other
393382013385;2;2;0;booked-doctor
393382013387;4;1;3,93382E+11;other
393382013391;3;2;0;other
393382013394;2;2;0;booked-user
393382013396;6;2;0;other
393382013402;3;1;3,93382E+11;other
393382013405;2;1;3,93382E+11;other
393382013407;4;1;3,93382E+11;other
393382013411;2;2;0;booked-user
393382013413;7;2;0;other
393382013420;2;1;3,93382E+11;other
393382013422;2;2;0;booked-user
393382013424;2;2;0;booked-user
393382013426;2;1;3,93382E+11;other
393382013428;3;2;0;other
393382013431;5;2;0;other
393382013436;3;2;0;other
393382013439;2;2;0;booked-user
393382013441;2;2;0;booked-user
393382013443;2;1;3,93382E+11;other
393382013445;2;1;3,93382E+11;other
393382013447;2;2;0;booked-user
393382013449;10;2;0;other
393382013459;3;2;0;other
393382013462;2;2;0;booked-user
393382013464;2;2;0;booked-user
393382013466;2;1;3,93382E+11;other
393382013468;2;1;3,93382E+11;other
393382013470;2;1;3,93382E+11;other
393382013472;2;1;3,93382E+11;other
393382013474;2;2;0;booked-user
393382013476;6;2;0;other
393382013482;11;2;0;other
393382013493;2;2;0;booked-user
393382013495;3;2;0;other
393382013498;2;1;3,93382E+11;other
393382013500;3;2;0;other
393382013503;3;1;3,93382E+11;other
393382013506;2;1;3,93382E+11;other
393382013508;3;1;3,93382E+11;other
393382013511;6;2;0;other
393382013517;2;1;3,93382E+11;other
393382013519;2;1;3,93382E+11;other
393382013521;2;2;0;booked-user
393382013523;2;1;3,93382E+11;other
393382013525;2;1;3,93382E+11;other
393382013527;7;2;0;other
393382013534;3;2;0;other
393382013537;2;2;0;booked-user
393382013539;6;1;3,93382E+11;other
393382013545;2;2;0;booked-user
393382013547;2;1;3,93382E+11;other
393382013549;2;2;0;booked-user
393382013551;6;2;0;other
393382013557;2;2;0;booked-user
393382013559;6;2;0;other
393382013565;16;2;0;other
393382013581;11;2;0;other
393382013592;2;1;3,93382E+11;other
393382013594;6;2;0;other
393382013600;2;1;3,93382E+11;other
393382013602;3;2;0;other
393382013605;2;1;3,93382E+11;other
393382013607;2;1;3,93382E+11;other
393382013609;3;1;3,93382E+11;other
393382013612;2;1;3,93382E+11;other
393382013614;2;2;0;booked-user
393382013616;2;2;0;booked-user
393382013618;4;1;3,93382E+11;other
393382013622;4;2;0;other
393382013626;2;1;3,93382E+11;other
393382013628;2;1;3,93382E+11;other
393382013630;4;2;0;other
393382013634;3;2;0;other
393382013637;2;2;0;booked-doctor
393382013639;3;2;0;other
393382013642;6;2;0;other
393382013648;2;1;3,93382E+11;other
393382013650;2;1;3,93382E+11;other
393382013652;3;2;0;other
393382013655;6;2;0;other
393382013661;11;2;0;other
393382013672;4;2;0;other
393382013676;4;2;0;other
393382013680;5;2;0;other
393382013685;7;2;0;other
393382013692;2;1;3,93382E+11;other
393382013694;3;2;0;other
393382013697;3;2;0;other
393382013700;6;2;0;other
393382013706;2;1;3,93382E+11;other
393382013708;3;2;0;other
393382013711;2;2;0;booked-user
393382013713;3;1;3,93382E+11;other
393382013716;2;1;3,93382E+11;other
393382013718;10;2;0;other
393382013728;2;1;3,93382E+11;other
393382013730;3;2;0;other
393382013733;2;1;3,93382E+11;other
393382013735;17;2;0;other
393382013752;2;1;3,93382E+11;other
393382013754;2;1;3,93382E+11;other
393382013756;11;2;0;other
393382013767;5;2;0;other
393382013772;15;2;0;other
393382013787;3;1;3,93382E+11;other
393382013790;3;1;3,93382E+11;other
393382013793;6;2;0;other
393382013799;2;2;0;booked-user
393382013801;2;1;3,93382E+11;other
393382013803;2;2;0;booked-user
393382013805;2;1;3,93382E+11;other
393382013807;3;2;0;other
393382013810;2;2;0;booked-user
393382013812;7;2;0;other
393382013819;3;2;0;other
393382013822;2;1;3,93382E+11;other
393382013824;2;1;3,93382E+11;other
393382013826;4;2;0;other
393382013830;3;2;0;other
393382013833;4;2;0;other
393382013837;2;1;3,93382E+11;other
393382013839;4;2;0;other
393382013843;2;1;3,93382E+11;other
393382013845;2;2;0;booked-user
393382013847;4;2;0;other
393382013851;3;2;0;other
393382013854;2;2;0;booked-user
393382013856;3;2;0;other
393382013859;5;2;0;other
